state_region,city_tier,employment_type,monthly_income_inr,age,loan_amount_inr,loan_tenure_months,loan_purpose,existing_emis_inr,credit_score,prior_defaults,active_loans,bank_account_age_years,digital_payment_score,residential_status,collateral_type,dependents,delinquency_30dpd_last_12m,debt_to_income_pct,loan_to_income_ratio,defaulted
West,Tier 1,Business owner,26500,30,70000,84,Education,3100,653,0,1,6.7,66,Owned,None,0,0,12.0,0.22,0
North,Metro,Salaried,14400,33,296000,24,Two-wheeler,4200,702,0,1,6.0,96,Owned,None,3,0,37.3,1.71,0
West,Tier 2,Salaried,92400,32,208000,24,Business,10000,548,0,2,4.1,56,Rented,None,3,1,11.7,0.19,0
West,Tier 3/Rural,Salaried,37600,36,516000,60,Education,6500,556,0,2,6.8,82,Owned,Gold,3,1,19.5,1.14,0
West,Tier 1,Salaried,33300,36,213000,18,Home improvement,8600,704,0,0,7.5,57,Rented,None,1,0,29.2,0.53,0
North,Tier 1,Unemployed,29200,44,203000,12,Education,5600,587,0,1,6.9,100,Owned,Gold,2,0,24.7,0.58,0
East,Metro,Business owner,84100,38,274000,6,Personal,12100,872,0,0,9.7,87,Rented,None,2,0,19.5,0.27,0
East,Tier 3/Rural,Salaried,68500,43,142000,24,Two-wheeler,38800,697,0,2,3.9,82,Family owned,None,1,0,57.5,0.17,0
East,Tier 1,Salaried,24800,36,137000,12,Personal,8700,584,1,1,3.8,54,Rented,None,3,3,39.5,0.46,0
North,Tier 2,Salaried,80100,38,196000,6,Education,41000,765,0,2,12.4,100,Rented,None,1,0,55.1,0.2,0
North,Tier 3/Rural,Salaried,39000,34,115000,48,Medical,1200,490,1,0,3.4,100,Owned,Vehicle,1,3,3.7,0.25,0
Central,Metro,Salaried,30200,46,180000,18,Home improvement,1100,678,0,1,4.9,60,Owned,None,3,0,6.8,0.5,0
South,Tier 2,Salaried,35900,39,737000,24,Education,11500,738,0,1,1.2,70,Rented,None,1,1,40.2,1.71,0
South,Tier 2,Salaried,27400,34,412000,12,Personal,5000,652,1,2,2.4,84,Family owned,None,0,1,30.2,1.25,1
West,Tier 3/Rural,Self-employed,20400,34,255000,24,Medical,10300,747,0,2,4.5,32,Family owned,None,3,1,55.4,1.04,0
West,Tier 1,Salaried,64700,35,573000,36,Personal,9300,675,0,0,4.3,88,Rented,None,3,0,16.7,0.74,0
Northeast,Tier 1,Salaried,37400,36,122000,24,Two-wheeler,6100,793,0,2,5.0,85,Family owned,Fixed deposit,3,0,17.6,0.27,0
South,Metro,Self-employed,59200,35,1055000,18,Medical,11600,560,1,0,14.1,57,Family owned,None,1,1,29.0,1.49,0
Central,Tier 2,Salaried,49400,30,155000,18,Two-wheeler,9600,786,0,1,1.6,28,Family owned,None,2,0,21.1,0.26,0
North,Tier 3/Rural,Salaried,57100,44,769000,12,Personal,19800,827,0,2,5.7,73,Family owned,Property,0,0,45.3,1.12,0
West,Metro,Salaried,13700,44,767000,12,Two-wheeler,9500,650,0,2,5.3,47,Owned,Gold,0,0,113.7,4.67,0
West,Tier 1,Salaried,26200,54,67000,24,Business,3500,749,0,1,15.4,38,Owned,None,1,0,14.4,0.21,0
North,Tier 3/Rural,Salaried,57700,30,542000,12,Personal,8700,671,0,2,9.2,74,Rented,Gold,2,0,22.5,0.78,0
North,Metro,Gig/Contract,20900,43,174000,12,Business,400,786,0,0,4.2,91,Rented,Property,2,0,8.5,0.69,0
South,Tier 1,Business owner,51800,21,144000,12,Education,3500,615,0,1,12.2,63,Family owned,None,0,1,9.0,0.23,0
Northeast,Tier 2,Salaried,19600,44,294000,48,Two-wheeler,700,720,0,1,4.0,88,Rented,None,3,1,6.5,1.25,0
West,Tier 1,Salaried,42600,21,109000,24,Personal,10300,699,1,2,9.7,79,Owned,Property,4,1,25.2,0.21,0
Central,Tier 1,Gig/Contract,102300,26,290000,24,Medical,28600,705,0,2,13.3,42,Family owned,Vehicle,0,1,29.1,0.24,0
East,Tier 1,Self-employed,64600,39,113000,24,Two-wheeler,2000,790,0,1,6.2,57,Owned,Fixed deposit,3,1,3.8,0.15,0
South,Metro,Salaried,15200,30,234000,24,Home improvement,5300,746,0,1,2.8,86,Family owned,None,2,0,41.0,1.28,0
East,Tier 2,Salaried,67300,28,498000,18,Education,14700,852,0,4,1.5,57,Owned,Property,2,0,25.7,0.62,0
North,Tier 2,Salaried,114900,31,269000,24,Personal,71700,536,1,3,6.3,82,Rented,None,2,1,63.3,0.2,0
North,Tier 2,Self-employed,196500,43,165000,24,Education,25900,724,0,0,9.4,60,Rented,Gold,2,0,13.5,0.07,0
East,Metro,Salaried,54800,27,297000,18,Education,12600,623,0,4,22.8,80,Owned,Property,1,0,25.9,0.45,0
East,Tier 3/Rural,Salaried,19900,35,84000,12,Education,3300,706,0,1,11.5,75,Owned,None,2,0,19.9,0.35,0
North,Metro,Salaried,53600,32,121000,60,Medical,6100,639,0,0,5.9,63,Owned,None,1,0,11.7,0.19,0
West,Tier 2,Salaried,101500,44,158000,36,Consumer durable,80500,645,0,0,2.7,79,Rented,Gold,0,0,79.7,0.13,0
West,Tier 1,Self-employed,38100,44,349000,6,Home improvement,9500,636,0,0,5.3,28,Owned,Vehicle,2,0,39.4,0.76,0
Central,Tier 3/Rural,Self-employed,74900,21,272000,60,Business,1500,693,0,1,14.0,47,Family owned,None,1,0,2.6,0.3,0
West,Metro,Self-employed,26600,46,296000,12,Business,3100,565,1,3,17.1,59,Owned,Vehicle,2,4,20.5,0.93,0
South,Metro,Salaried,51800,30,205000,12,Business,19900,637,1,3,4.0,88,Rented,None,2,1,41.6,0.33,0
South,Tier 2,Salaried,12000,38,125000,12,Two-wheeler,1200,785,0,1,5.0,41,Owned,None,1,0,18.2,0.87,0
South,Metro,Gig/Contract,25000,27,550000,60,Medical,7900,774,0,0,12.7,66,Family owned,None,3,0,35.1,1.83,0
West,Tier 1,Self-employed,42100,40,133000,12,Medical,1600,640,0,0,12.3,73,Family owned,Property,1,1,6.3,0.26,0
Central,Tier 2,Salaried,34500,62,274000,48,Two-wheeler,3100,654,0,1,4.1,71,Company provided,None,2,0,10.6,0.66,0
South,Tier 3/Rural,Salaried,20600,37,194000,36,Consumer durable,4400,739,0,1,8.7,65,Family owned,Gold,1,1,23.8,0.78,0
South,Metro,Gig/Contract,32100,31,301000,24,Medical,11000,645,0,0,4.3,56,Owned,None,1,2,38.0,0.78,0
North,Tier 3/Rural,Gig/Contract,50600,34,141000,18,Education,9200,832,0,1,10.8,63,Rented,Property,3,0,19.7,0.23,0
East,Tier 3/Rural,Business owner,40200,21,414000,12,Consumer durable,9900,745,0,3,5.8,85,Owned,Vehicle,3,0,32.8,0.86,0
East,Tier 3/Rural,Self-employed,43600,50,512000,36,Personal,2900,740,0,0,4.7,55,Family owned,None,1,1,9.8,0.98,0
North,Tier 2,Salaried,63100,39,398000,24,Personal,13900,566,1,2,9.2,28,Rented,None,1,2,24.5,0.53,1
North,Tier 2,Salaried,34900,26,232000,24,Two-wheeler,7600,755,0,0,6.1,75,Rented,None,2,0,24.4,0.55,0
West,Tier 2,Salaried,89100,26,157000,6,Business,12800,771,0,2,9.1,94,Family owned,None,1,0,17.2,0.15,0
North,Tier 2,Self-employed,24500,36,1308000,48,Two-wheeler,10300,733,0,3,2.9,48,Family owned,Vehicle,3,0,52.6,4.45,0
East,Tier 3/Rural,Self-employed,121800,45,110000,36,Consumer durable,8200,676,0,1,3.4,91,Company provided,Gold,0,0,7.0,0.08,0
South,Metro,Salaried,77800,24,371000,24,Personal,1800,763,0,1,5.5,76,Owned,None,0,0,4.2,0.4,0
North,Tier 1,Business owner,34700,47,259000,24,Two-wheeler,8700,783,0,0,3.6,46,Owned,Gold,0,0,28.0,0.62,0
Central,Metro,Salaried,36000,35,201000,18,Business,11800,690,0,0,4.4,54,Owned,None,1,1,35.7,0.47,0
North,Tier 3/Rural,Salaried,47300,27,236000,18,Personal,7300,493,0,1,5.6,54,Rented,None,3,1,18.1,0.42,0
South,Tier 1,Salaried,58600,31,150000,6,Home improvement,14200,669,0,0,3.9,70,Rented,None,2,1,28.3,0.21,0
North,Tier 2,Business owner,77000,53,276000,36,Two-wheeler,39600,516,1,1,13.7,64,Owned,None,0,6,52.4,0.3,0
North,Tier 3/Rural,Business owner,20200,22,257000,6,Consumer durable,2300,648,0,0,3.5,87,Family owned,Gold,0,1,31.5,1.06,0
North,Tier 3/Rural,Self-employed,53700,29,1191000,6,Business,2100,822,0,3,5.4,82,Owned,None,1,0,39.0,1.85,0
North,Metro,Business owner,13200,46,419000,6,Personal,4000,707,0,1,5.5,39,Rented,Gold,2,0,80.6,2.65,0
North,Tier 3/Rural,Business owner,38300,38,292000,12,Personal,3900,676,0,2,6.3,41,Family owned,None,2,1,16.2,0.64,0
North,Tier 3/Rural,Gig/Contract,93900,28,304000,24,Personal,21200,739,0,1,4.7,78,Rented,Gold,0,0,23.9,0.27,0
West,Metro,Business owner,19300,46,691000,36,Consumer durable,5000,659,0,2,9.7,58,Rented,None,2,0,35.4,2.98,0
West,Tier 2,Salaried,17500,46,111000,24,Business,5200,768,0,1,10.0,64,Owned,None,2,1,32.2,0.53,0
South,Tier 1,Gig/Contract,47600,39,186000,24,Education,34000,794,0,1,4.0,77,Owned,None,4,0,73.0,0.33,0
South,Tier 2,Self-employed,90500,30,60000,24,Personal,20900,564,1,0,10.5,82,Family owned,None,2,0,23.4,0.06,1
West,Tier 2,Gig/Contract,50500,31,300000,36,Medical,1700,643,0,1,3.9,45,Rented,None,1,1,4.9,0.5,0
Central,Tier 1,Salaried,14800,39,363000,48,Personal,9300,870,0,1,5.4,27,Owned,None,0,0,67.7,2.04,0
Central,Metro,Gig/Contract,16700,23,109000,48,Business,8200,754,0,1,5.8,65,Company provided,Vehicle,3,2,50.4,0.54,0
North,Metro,Business owner,44500,49,531000,48,Home improvement,12100,589,0,0,2.6,52,Rented,None,0,0,29.6,0.99,0
North,Metro,Salaried,22100,53,131000,48,Two-wheeler,6400,795,0,1,3.7,68,Family owned,Vehicle,1,1,30.1,0.49,0
North,Tier 2,Unemployed,45500,34,167000,48,Education,3200,300,1,1,2.1,65,Rented,Gold,2,2,7.8,0.31,0
South,Tier 1,Salaried,47000,40,226000,24,Personal,14400,774,0,1,6.3,49,Company provided,None,2,0,32.5,0.4,0
West,Metro,Salaried,32200,48,589000,36,Two-wheeler,2200,685,0,0,2.8,100,Owned,Gold,2,0,11.7,1.52,0
South,Tier 2,Salaried,114500,56,120000,36,Consumer durable,21600,762,0,1,13.1,67,Owned,None,2,0,19.1,0.09,0
North,Tier 2,Gig/Contract,58400,52,253000,12,Business,5600,729,0,3,4.3,57,Family owned,Gold,0,0,13.0,0.36,0
South,Tier 2,Self-employed,82200,21,346000,18,Medical,13100,763,0,2,8.9,69,Family owned,Vehicle,2,0,18.2,0.35,1
West,Tier 3/Rural,Salaried,70000,33,302000,60,Business,18500,811,0,1,8.6,77,Rented,Vehicle,3,0,27.1,0.36,0
North,Tier 1,Self-employed,38800,41,310000,24,Personal,1100,466,1,1,3.7,56,Owned,None,0,4,6.0,0.67,0
East,Tier 3/Rural,Salaried,37900,31,343000,6,Home improvement,11400,704,0,4,4.4,100,Owned,Gold,0,0,44.4,0.75,0
North,Metro,Salaried,35800,54,146000,24,Education,1800,724,0,1,4.4,40,Family owned,None,4,2,6.6,0.34,0
Central,Tier 2,Business owner,61400,52,626000,12,Personal,21100,728,0,1,6.8,41,Family owned,None,1,0,42.4,0.85,1
North,Tier 3/Rural,Self-employed,29500,28,194000,18,Two-wheeler,6400,657,0,2,20.9,38,Rented,None,1,1,25.2,0.55,0
Central,Tier 3/Rural,Gig/Contract,109000,34,178000,24,Business,12300,634,0,1,6.6,67,Owned,None,1,2,11.9,0.14,0
Central,Tier 2,Self-employed,28000,29,502000,24,Home improvement,1300,729,0,1,4.2,76,Rented,Gold,2,0,11.7,1.49,0
Northeast,Tier 2,Unemployed,47500,34,139000,24,Personal,14300,606,0,3,6.9,61,Family owned,Property,2,2,31.3,0.24,0
East,Tier 1,Salaried,37200,34,257000,6,Medical,14200,715,0,0,2.8,75,Rented,None,2,1,49.1,0.58,0
East,Tier 2,Salaried,32900,46,131000,24,Two-wheeler,3800,614,0,1,3.5,75,Rented,Gold,1,2,13.1,0.33,0
West,Tier 2,Salaried,139400,27,1075000,6,Two-wheeler,27400,839,0,0,13.2,61,Company provided,Gold,1,1,31.9,0.64,0
East,Tier 3/Rural,Self-employed,33100,21,937000,24,Personal,4100,724,0,1,5.0,75,Owned,Property,2,1,23.6,2.36,0
North,Tier 2,Self-employed,35700,21,195000,36,Home improvement,26600,446,1,1,3.4,63,Rented,Gold,1,2,76.0,0.46,1
West,Metro,Gig/Contract,29300,26,293000,12,Two-wheeler,3300,706,0,2,2.5,60,Rented,None,2,0,19.2,0.83,0
West,Tier 2,Salaried,43200,29,210000,60,Education,8300,630,0,3,5.6,58,Rented,None,2,1,20.0,0.41,0
Central,Metro,Salaried,39900,38,167000,36,Personal,17400,638,1,2,2.6,71,Family owned,Gold,3,0,44.7,0.35,0
South,Tier 1,Self-employed,22800,25,226000,12,Business,2700,731,0,2,10.9,89,Rented,None,0,0,19.7,0.83,0
South,Tier 1,Unemployed,33400,24,204000,24,Home improvement,7100,739,0,0,8.6,45,Rented,Property,0,0,23.7,0.51,0
West,Tier 2,Salaried,59000,27,78000,12,Two-wheeler,12000,634,1,0,4.0,58,Owned,Property,3,2,21.4,0.11,0
South,Metro,Salaried,74200,25,248000,6,Consumer durable,20100,770,0,1,14.9,70,Family owned,Property,2,0,32.4,0.28,0
North,Metro,Salaried,42800,30,203000,60,Personal,6500,867,0,1,4.4,99,Owned,None,0,0,15.9,0.4,0
South,Metro,Salaried,43600,30,256000,36,Personal,26000,681,0,0,5.0,75,Owned,Gold,4,0,61.2,0.49,0
South,Tier 3/Rural,Salaried,34600,43,199000,48,Business,7900,714,1,2,3.5,52,Rented,Gold,2,1,24.0,0.48,0
North,Tier 2,Salaried,32000,26,165000,36,Business,3800,710,1,0,8.2,50,Rented,None,2,1,13.2,0.43,0
South,Metro,Self-employed,25400,32,369000,60,Personal,1700,626,1,0,2.8,85,Company provided,None,3,1,9.0,1.21,0
South,Metro,Salaried,17900,31,296000,60,Business,5700,744,0,1,4.2,61,Family owned,None,2,0,34.5,1.38,0
South,Tier 2,Salaried,28700,44,518000,6,Two-wheeler,6900,781,0,2,3.8,45,Family owned,None,1,0,52.6,1.5,0
South,Tier 1,Salaried,69400,34,288000,12,Business,15000,743,0,1,6.6,85,Rented,Fixed deposit,1,0,24.9,0.35,0
West,Tier 2,Business owner,33400,47,184000,24,Business,11000,574,1,0,2.3,73,Rented,Vehicle,1,1,35.1,0.46,0
South,Tier 1,Salaried,34900,24,312000,18,Consumer durable,7300,599,1,1,5.2,46,Company provided,None,2,0,25.6,0.74,1
Northeast,Tier 3/Rural,Salaried,34500,36,58000,24,Education,5200,750,0,1,10.9,43,Rented,None,2,0,15.7,0.14,0
Central,Tier 1,Salaried,83700,30,820000,18,Business,10100,675,0,1,2.5,28,Family owned,None,2,0,17.2,0.82,0
West,Tier 2,Self-employed,25300,24,250000,48,Business,8700,495,1,3,8.4,56,Rented,None,0,3,36.3,0.82,1
South,Metro,Business owner,49100,35,864000,6,Two-wheeler,13800,527,1,2,9.4,72,Owned,None,2,1,56.0,1.47,0
West,Tier 3/Rural,Salaried,40600,53,119000,48,Personal,2800,598,1,2,5.1,84,Rented,Gold,0,0,7.5,0.24,0
Central,Tier 3/Rural,Salaried,43800,27,101000,24,Consumer durable,12200,687,0,2,1.2,75,Owned,Gold,3,0,28.8,0.19,0
West,Tier 2,Salaried,48300,35,265000,6,Personal,8700,707,0,1,8.2,44,Owned,Vehicle,2,0,26.7,0.46,0
East,Tier 1,Self-employed,43500,23,265000,48,Home improvement,6700,761,0,0,10.7,62,Owned,Property,2,0,16.6,0.51,0
West,Metro,Business owner,65300,21,260000,24,Personal,10300,656,0,2,14.2,93,Owned,None,1,1,17.3,0.33,0
West,Tier 3/Rural,Salaried,41500,28,236000,36,Home improvement,2200,695,1,0,6.0,58,Rented,Vehicle,0,0,6.8,0.47,0
South,Tier 2,Salaried,110100,32,139000,48,Personal,12700,872,0,2,1.7,81,Family owned,None,2,0,11.8,0.11,0
East,Tier 1,Gig/Contract,43200,32,80000,6,Consumer durable,8700,811,0,1,8.1,79,Rented,None,0,0,23.1,0.15,0
North,Tier 1,Gig/Contract,16500,34,251000,18,Business,2000,496,1,1,1.9,81,Family owned,None,2,1,20.1,1.27,0
West,Tier 1,Salaried,59900,21,91000,12,Personal,14500,706,0,1,7.4,75,Rented,None,1,0,25.4,0.13,0
Central,Tier 3/Rural,Salaried,52300,30,85000,12,Business,10000,619,0,2,9.0,81,Owned,None,2,1,20.4,0.14,0
North,Tier 2,Salaried,43000,41,163000,60,Business,9000,659,0,1,11.1,40,Owned,None,0,3,21.5,0.32,0
West,Tier 2,Gig/Contract,36600,22,276000,48,Two-wheeler,10100,718,0,1,4.2,94,Family owned,None,0,0,29.1,0.63,0
North,Tier 2,Self-employed,13200,32,761000,18,Two-wheeler,1400,720,0,2,3.0,34,Rented,Property,2,1,41.0,4.8,0
East,Tier 1,Self-employed,14500,39,395000,36,Home improvement,1300,649,0,0,6.0,73,Family owned,None,2,0,16.2,2.27,0
North,Tier 1,Gig/Contract,104400,28,531000,60,Home improvement,13200,636,0,2,2.3,66,Owned,None,1,0,13.4,0.42,0
Central,Metro,Salaried,30600,39,320000,12,Two-wheeler,2300,807,0,1,4.5,56,Family owned,Fixed deposit,2,0,15.8,0.87,0
North,Tier 3/Rural,Salaried,71800,21,265000,6,Medical,23100,670,1,0,3.7,49,Family owned,Gold,3,0,38.0,0.31,0
Northeast,Tier 1,Salaried,17500,45,1065000,48,Two-wheeler,7100,677,0,2,9.9,77,Company provided,None,2,0,52.6,5.07,0
East,Tier 1,Business owner,23700,40,88000,36,Personal,1300,643,0,5,12.6,81,Owned,Property,2,1,6.5,0.31,0
West,Tier 1,Self-employed,61300,37,160000,12,Business,29500,723,0,1,7.8,65,Company provided,None,1,0,50.2,0.22,0
East,Metro,Salaried,39900,47,168000,24,Personal,13700,663,0,0,9.2,62,Rented,None,0,2,36.0,0.35,0
East,Tier 2,Salaried,56700,33,374000,12,Two-wheeler,10900,646,0,0,6.0,90,Family owned,None,0,0,24.4,0.55,0
Northeast,Tier 1,Gig/Contract,41900,30,111000,36,Education,4000,652,0,0,5.8,59,Rented,None,4,1,10.2,0.22,0
South,Metro,Gig/Contract,37600,50,343000,36,Two-wheeler,5900,646,0,2,1.9,66,Rented,Vehicle,0,1,18.1,0.76,0
West,Tier 2,Self-employed,29000,54,305000,18,Personal,6000,684,0,2,7.0,63,Rented,None,0,0,26.2,0.88,0
North,Tier 1,Salaried,21900,29,355000,48,Business,1600,735,0,1,8.9,100,Family owned,Gold,1,0,10.5,1.35,0
West,Tier 1,Business owner,91300,35,350000,24,Business,23700,728,0,0,4.8,52,Owned,Gold,3,1,27.5,0.32,0
North,Tier 1,Gig/Contract,99900,46,568000,36,Medical,6200,731,0,2,5.0,82,Rented,Fixed deposit,1,0,7.7,0.47,0
West,Tier 3/Rural,Self-employed,23800,35,202000,36,Business,4000,776,0,1,1.3,36,Rented,None,3,1,19.0,0.71,0
West,Tier 1,Self-employed,23000,42,295000,24,Education,11100,743,0,2,5.1,50,Family owned,None,1,0,53.3,1.07,0
South,Tier 2,Business owner,34800,44,129000,18,Two-wheeler,6700,813,0,2,10.0,61,Rented,Property,3,0,21.2,0.31,0
West,Tier 3/Rural,Business owner,50900,30,112000,12,Home improvement,4200,626,0,1,6.8,65,Rented,Gold,3,1,10.0,0.18,0
East,Tier 2,Self-employed,38200,40,658000,36,Personal,12700,739,0,1,5.4,62,Rented,None,1,0,37.8,1.44,0
East,Tier 1,Salaried,55500,36,123000,36,Personal,24500,654,0,0,2.7,65,Rented,None,4,1,44.7,0.18,0
West,Tier 2,Salaried,41100,24,317000,18,Medical,12500,789,0,3,4.2,55,Rented,Vehicle,4,0,34.5,0.64,0
West,Tier 1,Gig/Contract,39600,26,295000,84,Home improvement,6300,743,0,1,3.7,90,Family owned,Gold,0,0,16.8,0.62,0
Central,Tier 1,Self-employed,159100,29,449000,48,Business,13100,853,0,1,2.9,49,Family owned,Gold,2,0,8.8,0.24,0
North,Tier 2,Salaried,31600,45,71000,12,Personal,10400,697,0,1,6.8,80,Rented,Property,2,0,34.7,0.19,0
North,Tier 1,Salaried,104000,46,373000,12,Personal,15000,671,0,1,4.3,79,Owned,None,3,0,17.3,0.3,0
North,Metro,Business owner,93500,43,201000,24,Education,11300,754,0,2,9.4,50,Rented,None,2,0,12.9,0.18,0
West,Tier 1,Business owner,55700,40,142000,12,Home improvement,16400,743,0,1,5.5,60,Owned,Gold,2,0,31.5,0.21,0
South,Metro,Business owner,14600,40,178000,84,Education,6300,682,0,2,15.2,67,Owned,Property,1,0,44.5,1.02,0
East,Tier 1,Salaried,42900,39,410000,36,Personal,15300,752,0,1,4.2,97,Family owned,None,3,0,38.2,0.8,0
West,Tier 2,Gig/Contract,31800,40,336000,6,Personal,6900,691,0,2,10.8,60,Rented,Gold,0,0,38.4,0.88,0
South,Tier 3/Rural,Gig/Contract,42700,41,192000,24,Business,16700,751,0,0,12.1,100,Rented,None,2,0,40.9,0.37,0
Central,Metro,Salaried,23500,22,100000,12,Business,6900,502,1,0,4.0,81,Company provided,None,1,0,32.7,0.35,0
East,Tier 2,Salaried,64000,28,104000,24,Personal,12500,636,1,2,5.2,73,Owned,Property,2,0,20.2,0.14,0
South,Tier 1,Unemployed,72500,26,341000,12,Personal,6200,492,1,0,4.5,83,Owned,None,3,3,12.3,0.39,0
South,Metro,Salaried,80300,47,91000,48,Two-wheeler,5700,695,0,2,3.8,36,Owned,None,0,1,7.3,0.09,0
South,Tier 1,Self-employed,34200,53,194000,36,Personal,15600,819,0,4,8.0,88,Owned,Vehicle,3,0,47.1,0.47,0
North,Metro,Self-employed,23600,21,1194000,60,Business,700,710,0,0,8.5,43,Family owned,None,3,0,11.0,4.22,0
North,Metro,Self-employed,51200,52,282000,12,Personal,11600,758,0,1,3.6,83,Family owned,None,0,0,27.0,0.46,0
Central,Tier 1,Salaried,110800,37,339000,24,Business,17600,579,1,0,3.6,56,Rented,Vehicle,1,2,17.1,0.25,0
South,Tier 1,Gig/Contract,43800,46,105000,48,Home improvement,6900,758,0,1,5.6,53,Owned,None,1,0,16.2,0.2,0
South,Tier 2,Salaried,54100,41,94000,24,Consumer durable,8600,652,0,1,5.5,99,Rented,Gold,0,0,16.6,0.14,0
East,Metro,Gig/Contract,37100,50,351000,24,Consumer durable,11100,490,0,2,1.9,65,Owned,None,3,0,33.7,0.79,0
West,Metro,Salaried,32000,38,174000,84,Two-wheeler,15800,822,0,1,8.1,39,Rented,None,1,0,50.0,0.45,0
Central,Metro,Self-employed,60600,22,448000,48,Personal,40700,611,1,3,1.7,85,Rented,Gold,2,0,68.6,0.62,0
East,Tier 2,Gig/Contract,39800,35,229000,48,Two-wheeler,6600,529,0,0,3.4,45,Owned,None,0,1,17.7,0.48,0
South,Tier 1,Salaried,52700,41,2109000,24,Business,8600,727,0,0,6.2,91,Family owned,Property,0,1,32.2,3.33,0
South,Tier 2,Salaried,55800,34,154000,24,Personal,4400,714,0,1,8.1,67,Family owned,Property,2,0,9.0,0.23,0
Northeast,Tier 1,Gig/Contract,51100,43,269000,24,Two-wheeler,10400,738,0,0,3.2,44,Owned,Vehicle,1,0,22.4,0.44,0
East,Metro,Salaried,57300,35,125000,24,Two-wheeler,8300,751,0,2,5.1,82,Rented,None,3,1,15.3,0.18,0
Northeast,Tier 3/Rural,Salaried,26400,30,436000,12,Personal,4000,693,0,1,4.3,76,Rented,None,0,0,28.2,1.38,0
North,Metro,Salaried,25500,25,297000,48,Business,7900,805,0,1,0.7,29,Owned,Property,2,0,33.3,0.97,0
Central,Metro,Business owner,41200,32,119000,24,Business,7500,619,0,1,4.4,66,Owned,None,2,0,19.3,0.24,0
West,Metro,Self-employed,41800,38,181000,24,Education,2700,531,0,1,2.8,72,Rented,Gold,2,1,8.2,0.36,0
North,Tier 3/Rural,Salaried,31700,21,544000,48,Consumer durable,10400,764,0,0,5.5,71,Family owned,Vehicle,2,0,36.2,1.43,0
West,Tier 2,Unemployed,48200,28,503000,48,Personal,5500,626,0,4,2.5,64,Rented,None,1,0,13.5,0.87,0
West,Tier 2,Self-employed,69500,21,89000,12,Personal,10300,582,0,2,4.2,80,Rented,None,2,0,15.8,0.11,0
North,Tier 3/Rural,Salaried,81100,30,165000,36,Two-wheeler,25600,785,0,0,5.1,77,Rented,Gold,2,1,32.1,0.17,0
South,Metro,Salaried,91700,48,729000,24,Business,31700,598,0,1,5.7,68,Rented,Gold,3,1,37.7,0.66,1
East,Tier 3/Rural,Salaried,20500,24,200000,18,Business,2500,607,1,0,4.8,63,Owned,None,0,0,17.3,0.81,0
South,Metro,Salaried,22300,43,251000,6,Personal,5200,783,0,1,10.5,70,Rented,Gold,0,1,41.1,0.94,0
South,Tier 2,Self-employed,36000,64,435000,36,Consumer durable,1400,772,0,0,6.4,56,Family owned,Vehicle,1,0,7.1,1.01,0
South,Tier 1,Salaried,44100,51,94000,48,Two-wheeler,8300,659,0,1,7.7,49,Family owned,None,1,3,19.2,0.18,0
South,Tier 1,Self-employed,37000,37,121000,60,Two-wheeler,12500,692,0,2,5.2,47,Family owned,None,0,0,34.3,0.27,0
Central,Tier 3/Rural,Salaried,31100,45,181000,18,Business,2600,625,1,1,0.3,65,Owned,Vehicle,0,1,11.4,0.48,0
East,Metro,Salaried,35700,22,488000,24,Consumer durable,9000,773,0,0,2.4,52,Rented,Vehicle,0,0,30.6,1.14,0
North,Tier 3/Rural,Salaried,55000,21,433000,12,Business,600,659,0,2,2.1,64,Rented,Fixed deposit,0,1,7.3,0.66,0
Northeast,Tier 1,Self-employed,20300,36,356000,84,Consumer durable,3700,516,1,2,4.7,91,Owned,None,0,1,20.2,1.46,0
Central,Tier 2,Gig/Contract,153100,40,204000,48,Personal,37900,787,0,0,11.8,63,Owned,Property,3,0,25.0,0.11,0
South,Tier 3/Rural,Salaried,42700,47,465000,60,Business,11100,892,0,1,6.2,69,Family owned,Vehicle,4,0,27.7,0.91,0
East,Metro,Salaried,75200,30,202000,24,Medical,15700,742,1,2,9.1,63,Rented,Gold,1,1,21.9,0.22,0
North,Tier 3/Rural,Salaried,30700,38,325000,12,Education,5700,527,0,0,3.0,91,Rented,None,1,0,26.9,0.88,0
Northeast,Tier 2,Gig/Contract,57900,38,403000,24,Two-wheeler,33600,811,0,0,5.7,97,Owned,None,1,0,60.8,0.58,0
West,Tier 2,Salaried,44600,35,672000,24,Consumer durable,17600,680,0,2,10.6,59,Rented,None,3,0,45.4,1.26,0
West,Metro,Gig/Contract,67600,35,215000,18,Personal,19700,757,1,1,9.2,80,Owned,None,3,0,30.8,0.27,0
North,Tier 2,Salaried,37800,27,176000,12,Two-wheeler,16900,646,0,3,3.8,100,Owned,None,1,0,48.4,0.39,0
Central,Tier 2,Salaried,99000,39,518000,6,Medical,13000,668,0,2,5.2,46,Rented,Property,0,0,21.4,0.44,0
North,Tier 1,Gig/Contract,18600,38,544000,24,Consumer durable,3600,562,1,1,9.6,85,Owned,None,1,2,30.9,2.44,1
South,Metro,Self-employed,71100,32,157000,60,Consumer durable,8700,705,0,0,3.6,36,Company provided,Property,1,0,12.6,0.18,0
North,Tier 1,Salaried,45000,43,109000,36,Medical,7100,684,0,1,5.0,68,Rented,None,0,0,16.4,0.2,0
East,Tier 3/Rural,Business owner,24100,46,493000,36,Personal,6800,778,0,1,1.4,64,Owned,Vehicle,2,1,33.6,1.7,0
